,subject,session,run,task,ts_CAPS,pearson_r
185,sub-02,ses-01,run-02,task-tp,tsCAP2,0.23860408490268042
186,sub-02,ses-01,run-02,task-tp,tsCAP3,0.08817766093086035
187,sub-02,ses-01,run-02,task-tp,tsCAP4,0.06384229433528615
188,sub-02,ses-01,run-02,task-tp,tsCAP5,0.294469443497764
189,sub-02,ses-01,run-02,task-tp,tsCAP6,0.3184182310814448
190,sub-02,ses-01,run-02,task-tp,tsCAP7,0.20405216432105377
191,sub-02,ses-01,run-02,task-tp,tsCAP8,0.28665688302986303
192,sub-04,ses-01,run-02,task-tp,tsCAP1,-0.07452058233541013
193,sub-04,ses-01,run-02,task-tp,tsCAP2,-0.14411234760191707
194,sub-04,ses-01,run-02,task-tp,tsCAP3,0.0459637454104028
195,sub-04,ses-01,run-02,task-tp,tsCAP4,-0.006876141843403714
196,sub-04,ses-01,run-02,task-tp,tsCAP5,0.3064575117445161
197,sub-04,ses-01,run-02,task-tp,tsCAP6,0.34730046967380473
198,sub-04,ses-01,run-02,task-tp,tsCAP7,-0.05678031936668056
199,sub-04,ses-01,run-02,task-tp,tsCAP8,-0.04974205475304238
200,sub-05,ses-01,run-02,task-tp,tsCAP1,-0.018673554715530977
201,sub-05,ses-01,run-02,task-tp,tsCAP2,0.003610250247309101
202,sub-05,ses-01,run-02,task-tp,tsCAP3,-0.035200424925594116
203,sub-05,ses-01,run-02,task-tp,tsCAP4,-0.08825155324761129
204,sub-05,ses-01,run-02,task-tp,tsCAP5,0.3953937512360886
205,sub-05,ses-01,run-02,task-tp,tsCAP6,0.4136471315688029
206,sub-05,ses-01,run-02,task-tp,tsCAP7,0.3003874317665055
207,sub-05,ses-01,run-02,task-tp,tsCAP8,0.3686217845325378
208,sub-06,ses-01,run-02,task-tp,tsCAP1,-0.08570434455389497
209,sub-06,ses-01,run-02,task-tp,tsCAP2,-0.07101263399727549
210,sub-06,ses-01,run-02,task-tp,tsCAP3,0.04065092208301635
211,sub-06,ses-01,run-02,task-tp,tsCAP4,-0.004778635570816782
212,sub-06,ses-01,run-02,task-tp,tsCAP5,0.14332836633946727
213,sub-06,ses-01,run-02,task-tp,tsCAP6,0.10964377415138456
214,sub-06,ses-01,run-02,task-tp,tsCAP7,-0.12210081389049078
215,sub-06,ses-01,run-02,task-tp,tsCAP8,-0.08462509930758573
216,sub-07,ses-01,run-02,task-tp,tsCAP1,0.19734197061714082
217,sub-07,ses-01,run-02,task-tp,tsCAP2,0.10527453513621189
218,sub-07,ses-01,run-02,task-tp,tsCAP3,0.019953785755849184
219,sub-07,ses-01,run-02,task-tp,tsCAP4,0.03879710106899625
220,sub-07,ses-01,run-02,task-tp,tsCAP5,0.09058181330012899
221,sub-07,ses-01,run-02,task-tp,tsCAP6,0.1061179092502253
222,sub-07,ses-01,run-02,task-tp,tsCAP7,0.3067723028742712
223,sub-07,ses-01,run-02,task-tp,tsCAP8,0.33335022323608876
224,sub-08,ses-01,run-02,task-tp,tsCAP1,0.12904033573664656
225,sub-08,ses-01,run-02,task-tp,tsCAP2,0.1417345699707562
226,sub-08,ses-01,run-02,task-tp,tsCAP3,0.003613968035121602
227,sub-08,ses-01,run-02,task-tp,tsCAP4,-0.0890078148343215
228,sub-08,ses-01,run-02,task-tp,tsCAP5,-0.05931390993399612
229,sub-08,ses-01,run-02,task-tp,tsCAP6,-0.0729489572503885
230,sub-08,ses-01,run-02,task-tp,tsCAP7,-0.10663003129521928
231,sub-08,ses-01,run-02,task-tp,tsCAP8,-0.09489814528059275
232,sub-09,ses-01,run-02,task-tp,tsCAP1,-0.2067900736586045
233,sub-09,ses-01,run-02,task-tp,tsCAP2,-0.07807679120581643
234,sub-09,ses-01,run-02,task-tp,tsCAP3,-0.3574506717614493
235,sub-09,ses-01,run-02,task-tp,tsCAP4,-0.4613445546914554
236,sub-09,ses-01,run-02,task-tp,tsCAP5,0.8037612299761893
237,sub-09,ses-01,run-02,task-tp,tsCAP6,0.8073806803610939
238,sub-09,ses-01,run-02,task-tp,tsCAP7,0.48292801235199445
239,sub-09,ses-01,run-02,task-tp,tsCAP8,0.4981657117378634
240,sub-13,ses-01,run-02,task-tp,tsCAP1,0.10398759916840103
241,sub-13,ses-01,run-02,task-tp,tsCAP2,0.18809387331433064
242,sub-13,ses-01,run-02,task-tp,tsCAP3,-0.011126560946268887
243,sub-13,ses-01,run-02,task-tp,tsCAP4,0.004601616469018802
244,sub-13,ses-01,run-02,task-tp,tsCAP5,0.24466737859548823
245,sub-13,ses-01,run-02,task-tp,tsCAP6,0.23623961290682255
246,sub-13,ses-01,run-02,task-tp,tsCAP7,0.22852089166559542
247,sub-13,ses-01,run-02,task-tp,tsCAP8,0.279949542997896
248,sub-14,ses-01,run-02,task-tp,tsCAP1,0.18028581644982605
249,sub-14,ses-01,run-02,task-tp,tsCAP2,0.16702601204405834
250,sub-14,ses-01,run-02,task-tp,tsCAP3,0.07684117796180585
251,sub-14,ses-01,run-02,task-tp,tsCAP4,0.09969871874039572
252,sub-14,ses-01,run-02,task-tp,tsCAP5,0.025044443253986227
253,sub-14,ses-01,run-02,task-tp,tsCAP6,0.06331998258024454
254,sub-14,ses-01,run-02,task-tp,tsCAP7,0.1279122903173128
255,sub-14,ses-01,run-02,task-tp,tsCAP8,0.1754338662051841
256,sub-15,ses-01,run-02,task-tp,tsCAP1,-0.14509261948818347
257,sub-15,ses-01,run-02,task-tp,tsCAP2,-0.11928862883090843
258,sub-15,ses-01,run-02,task-tp,tsCAP3,0.04537999977941936
259,sub-15,ses-01,run-02,task-tp,tsCAP4,0.03534920930836501
260,sub-15,ses-01,run-02,task-tp,tsCAP5,-0.019173788509845958
261,sub-15,ses-01,run-02,task-tp,tsCAP6,-0.026640724715637297
262,sub-15,ses-01,run-02,task-tp,tsCAP7,0.15230670756753276
263,sub-15,ses-01,run-02,task-tp,tsCAP8,0.1543009937407863
264,sub-16,ses-01,run-02,task-tp,tsCAP1,0.15343502613865875
265,sub-16,ses-01,run-02,task-tp,tsCAP2,0.137011648788811
266,sub-16,ses-01,run-02,task-tp,tsCAP3,-0.07923726785774844
267,sub-16,ses-01,run-02,task-tp,tsCAP4,-0.09646281883983363
268,sub-16,ses-01,run-02,task-tp,tsCAP5,0.2684043727498923
269,sub-16,ses-01,run-02,task-tp,tsCAP6,0.2671334944453394
270,sub-16,ses-01,run-02,task-tp,tsCAP7,0.2118748463194153
271,sub-16,ses-01,run-02,task-tp,tsCAP8,0.2189236321054752
272,sub-18,ses-01,run-02,task-tp,tsCAP1,0.007600620186523668
273,sub-18,ses-01,run-02,task-tp,tsCAP2,-0.00586850987199884
274,sub-18,ses-01,run-02,task-tp,tsCAP3,-0.07259910008706186
275,sub-18,ses-01,run-02,task-tp,tsCAP4,-0.08833159411646836
276,sub-18,ses-01,run-02,task-tp,tsCAP5,-0.12253698370018214
277,sub-18,ses-01,run-02,task-tp,tsCAP6,-0.08267849139396041
278,sub-18,ses-01,run-02,task-tp,tsCAP7,0.1733695098272087
279,sub-18,ses-01,run-02,task-tp,tsCAP8,0.20730614020670893
280,sub-20,ses-01,run-02,task-tp,tsCAP1,-0.048186720016569866
281,sub-20,ses-01,run-02,task-tp,tsCAP2,-0.11727482603117308
282,sub-20,ses-01,run-02,task-tp,tsCAP3,0.20921333868589093
283,sub-20,ses-01,run-02,task-tp,tsCAP4,0.22081026597293135
284,sub-20,ses-01,run-02,task-tp,tsCAP5,-0.1054657861383202
285,sub-20,ses-01,run-02,task-tp,tsCAP6,-0.14695206396681906
286,sub-20,ses-01,run-02,task-tp,tsCAP7,-0.18101163159820827
287,sub-20,ses-01,run-02,task-tp,tsCAP8,-0.19589130052641998
288,sub-21,ses-01,run-02,task-tp,tsCAP1,-0.06726243527715309
289,sub-21,ses-01,run-02,task-tp,tsCAP2,0.010128975795794127
290,sub-21,ses-01,run-02,task-tp,tsCAP3,0.19946370579634545
291,sub-21,ses-01,run-02,task-tp,tsCAP4,0.13848554558901296
292,sub-21,ses-01,run-02,task-tp,tsCAP5,0.15138321635026245
293,sub-21,ses-01,run-02,task-tp,tsCAP6,0.14796588300973096
294,sub-21,ses-01,run-02,task-tp,tsCAP7,0.11261957974230603
295,sub-21,ses-01,run-02,task-tp,tsCAP8,0.17739524540591864
296,sub-22,ses-01,run-02,task-tp,tsCAP1,0.377277218132935
297,sub-22,ses-01,run-02,task-tp,tsCAP2,0.2809626098622361
298,sub-22,ses-01,run-02,task-tp,tsCAP3,-0.0063594240467165445
299,sub-22,ses-01,run-02,task-tp,tsCAP4,-0.02078386381621487
300,sub-22,ses-01,run-02,task-tp,tsCAP5,0.28772318601814134
301,sub-22,ses-01,run-02,task-tp,tsCAP6,0.29351544348066116
302,sub-22,ses-01,run-02,task-tp,tsCAP7,0.06644032008193423
303,sub-22,ses-01,run-02,task-tp,tsCAP8,0.07846919630429963
304,sub-10,ses-01,run-02,task-tp,tsCAP1,-0.11465105482525952
305,sub-10,ses-01,run-02,task-tp,tsCAP2,-0.2394070442966933
306,sub-10,ses-01,run-02,task-tp,tsCAP3,0.13009401761130962
307,sub-10,ses-01,run-02,task-tp,tsCAP4,0.018701612467836352
308,sub-10,ses-01,run-02,task-tp,tsCAP5,0.41859053313046357
309,sub-10,ses-01,run-02,task-tp,tsCAP6,0.42693965590202276
310,sub-10,ses-01,run-02,task-tp,tsCAP7,0.2743722276545586
311,sub-10,ses-01,run-02,task-tp,tsCAP8,0.31914164809384654
312,sub-19,ses-01,run-02,task-tp,tsCAP1,-0.14524073678634705
313,sub-19,ses-01,run-02,task-tp,tsCAP2,-0.11128924640960176
314,sub-19,ses-01,run-02,task-tp,tsCAP3,0.084230446294686
315,sub-19,ses-01,run-02,task-tp,tsCAP4,0.06651922311740713
316,sub-19,ses-01,run-02,task-tp,tsCAP5,0.47437676056273737
317,sub-19,ses-01,run-02,task-tp,tsCAP6,0.48068316128482985
318,sub-19,ses-01,run-02,task-tp,tsCAP7,0.21115068121865388
319,sub-19,ses-01,run-02,task-tp,tsCAP8,0.23468239866616666
320,sub-11,ses-01,run-02,task-tp,tsCAP1,0.02292079309531824
321,sub-11,ses-01,run-02,task-tp,tsCAP2,-0.03726308486109276
322,sub-11,ses-01,run-02,task-tp,tsCAP3,0.059276506810603105
323,sub-11,ses-01,run-02,task-tp,tsCAP4,0.06926233781141079
324,sub-11,ses-01,run-02,task-tp,tsCAP5,0.42948555163160484
325,sub-11,ses-01,run-02,task-tp,tsCAP6,0.4109743721912816
326,sub-11,ses-01,run-02,task-tp,tsCAP7,0.21503558838790313
327,sub-11,ses-01,run-02,task-tp,tsCAP8,0.22626664083288653
328,sub-12,ses-01,run-02,task-tp,tsCAP1,0.10001426608723853
329,sub-12,ses-01,run-02,task-tp,tsCAP2,0.08389278031167918
330,sub-12,ses-01,run-02,task-tp,tsCAP3,0.06796285329078257
331,sub-12,ses-01,run-02,task-tp,tsCAP4,0.05118940924706511
332,sub-12,ses-01,run-02,task-tp,tsCAP5,0.3585196257760419
333,sub-12,ses-01,run-02,task-tp,tsCAP6,0.3648454846779717
334,sub-12,ses-01,run-02,task-tp,tsCAP7,0.0898430854770717
335,sub-12,ses-01,run-02,task-tp,tsCAP8,0.11010465623742165
336,sub-01,ses-01,run-01,task-dme,tsCAP1,0.11475700477411446
337,sub-01,ses-01,run-01,task-dme,tsCAP2,0.157550857540369
338,sub-01,ses-01,run-01,task-dme,tsCAP3,0.09146861596802947
339,sub-01,ses-01,run-01,task-dme,tsCAP4,0.08758955014300783
340,sub-01,ses-01,run-01,task-dme,tsCAP5,0.15447969684853127
341,sub-01,ses-01,run-01,task-dme,tsCAP6,0.1809792217674564
342,sub-01,ses-01,run-01,task-dme,tsCAP7,0.14986057426637484
343,sub-01,ses-01,run-01,task-dme,tsCAP8,0.16590686938353846
344,sub-02,ses-01,run-01,task-dme,tsCAP1,-0.07307454571268887
345,sub-02,ses-01,run-01,task-dme,tsCAP2,-0.08605189844784632
346,sub-02,ses-01,run-01,task-dme,tsCAP3,0.05442430021389246
347,sub-02,ses-01,run-01,task-dme,tsCAP4,0.027972362917989577
348,sub-02,ses-01,run-01,task-dme,tsCAP5,0.25895968147989035
349,sub-02,ses-01,run-01,task-dme,tsCAP6,0.27307014830858595
